"time_num","total_objs","Est_area","dist"
218,2,87,5.09901951359278
219,2,44,16.7630546142402
219,2,78,5.09901951359278
220,2,57,16.4924225024706
220,2,87,5.09901951359278
221,2,57,17.1172427686237
221,2,87,5.09901951359278
222,2,71,5.09901951359278
222,2,39,16.2788205960997
223,3,33,13.6014705087354
223,3,79,4.12310562561766
223,3,44,15.1327459504216
224,3,33,14.560219778561
224,3,87,5.09901951359278
224,3,44,16.1245154965971
225,3,33,14.3178210632764
225,3,79,4.12310562561766
225,3,44,15.2970585407784
226,3,28,15.8113883008419
226,3,87,4.12310562561766
226,3,33,16.1245154965971
227,3,39,16.7630546142402
227,3,96,4.12310562561766
227,3,33,16.2788205960997
228,3,33,17.464249196573
228,3,87,5
228,3,33,17.464249196573
229,3,33,16.7630546142402
229,3,87,5.09901951359278
229,3,38,15.52417469626
230,3,24,15.2315462117278
230,3,71,4.12310562561766
230,3,44,16.2788205960997
231,3,28,13.6014705087354
231,3,71,4.12310562561766
231,3,51,16.2788205960997
232,3,39,13.6014705087354
232,3,79,4
232,3,51,16.2788205960997
233,3,33,15.52417469626
233,3,79,4
233,3,39,16.2788205960997
234,3,33,15.8113883008419
234,3,87,5
234,3,39,16.1245154965971
235,3,39,17.0880074906351
235,3,95,4.12310562561766
235,3,39,16.1245154965971
236,3,33,16.1554944214035
236,3,87,4
236,3,39,16.4924225024706
237,3,33,18.0277563773199
237,3,64,5.09901951359278
237,3,33,17.2626765016321
238,3,33,17.0880074906351
238,3,64,4.12310562561766
238,3,33,16.2788205960997
239,3,39,19.313207915828
239,3,71,6.08276253029822
239,3,39,17.1172427686237
240,3,38,18.0277563773199
240,3,85,3.16227766016838
240,3,57,17.2626765016321
241,3,39,19.313207915828
241,3,87,5
241,3,50,18.4390889145858
242,3,33,18.0277563773199
242,3,87,5
242,3,44,18.4390889145858
243,1,113,6.08276253029822
244,1,113,6.08276253029822
245,1,104,6.32455532033676
246,1,113,6.32455532033676
247,1,113,6.08276253029822
248,1,95,5
249,1,95,5
250,2,29,13.6014705087354
250,2,103,6
251,2,38,13.9283882771841
251,2,87,5.3851648071345
252,2,44,15.8113883008419
252,2,104,6.08276253029822
253,2,44,15.52417469626
253,2,104,5.09901951359278
254,2,51,15.52417469626
254,2,96,5.09901951359278
255,2,44,15.52417469626
255,2,104,5.09901951359278
256,2,44,17.0880074906351
256,2,113,5.3851648071345
257,2,43,17.464249196573
257,2,104,6.08276253029822
258,2,50,17.7200451466693
258,2,113,6.08276253029822
259,2,44,17.464249196573
259,2,104,5.09901951359278
260,2,55,16.7630546142402
260,2,104,5.09901951359278
261,2,50,18.9736659610103
261,2,113,6.08276253029822
262,2,50,17.7200451466693
262,2,113,6.08276253029822
263,2,55,17.7200451466693
263,2,113,7.07106781186548
264,2,50,18.6815416922694
264,2,113,6.08276253029822
265,2,50,17.7200451466693
265,2,113,6.08276253029822
266,2,51,17.464249196573
266,2,113,6.08276253029822
267,1,123,6.08276253029822
268,1,121,7.28010988928052
269,1,104,6
270,1,95,7.07106781186548
271,2,24,14.560219778561
271,2,104,6.08276253029822
272,2,29,14.560219778561
272,2,104,7.07106781186548
273,2,33,14.560219778561
273,2,104,6.08276253029822
274,2,33,14.560219778561
274,2,104,5
275,2,38,15.52417469626
275,2,104,7.07106781186548
276,2,38,16.4924225024706
276,2,104,7
277,2,44,14.560219778561
277,2,113,6.08276253029822
278,2,38,16.4924225024706
278,2,113,7
279,2,44,16.4924225024706
279,2,113,7
280,2,38,16.4924225024706
280,2,113,7.07106781186548
281,2,39,17.464249196573
281,2,113,7.07106781186548
282,2,38,16.4924225024706
282,2,104,5.09901951359278
283,2,38,16.4924225024706
283,2,123,6.08276253029822
284,2,38,17.464249196573
284,2,104,6.32455532033676
285,2,44,16.4924225024706
285,2,104,5.3851648071345
286,2,38,17.464249196573
286,2,104,7.07106781186548
287,2,38,16.7630546142402
287,2,113,6.32455532033676
288,2,38,17.464249196573
288,2,104,7.07106781186548
289,2,44,17.464249196573
289,2,114,7
290,2,38,17.464249196573
290,2,104,7.07106781186548
291,2,44,16.7630546142402
291,2,104,6.32455532033676
292,2,44,18.0277563773199
292,2,114,6.32455532033676
293,2,50,18.6815416922694
293,2,104,7.07106781186548
294,2,44,17.464249196573
294,2,104,7
295,2,44,17.7200451466693
295,2,104,7.07106781186548
296,2,44,16.4924225024706
296,2,104,5.09901951359278
297,2,38,16.4924225024706
297,2,104,5.09901951359278
298,1,104,7.61577310586391
299,1,123,8
300,1,114,8.06225774829855
301,1,123,7
302,1,114,8.06225774829855
303,1,123,8.06225774829855
304,1,123,7.07106781186548
305,1,113,8.06225774829855
306,1,123,7
307,1,123,8.06225774829855
308,1,114,7.07106781186548
309,1,123,8.06225774829855
310,1,123,8
311,1,132,8.06225774829855
312,1,123,7
313,1,114,7.07106781186548
314,1,123,8.06225774829855
315,1,123,9.05538513813742
316,1,123,7.28010988928052
317,1,121,8.06225774829855
318,1,132,8.06225774829855
319,1,132,7.07106781186548
320,1,123,8
321,1,114,7.07106781186548
322,1,132,8.06225774829855
323,1,123,9
324,1,123,8
325,1,123,8
326,1,123,9.21954445729289
327,1,132,7.07106781186548
328,1,143,8.06225774829855
329,1,132,8
330,1,113,10
331,1,123,9
332,1,132,8.24621125123532
333,1,123,8
334,1,132,9.05538513813742
335,1,132,8
336,1,132,8
337,1,132,8.06225774829855
338,1,132,8.06225774829855
339,1,154,8.06225774829855
340,1,142,9.21954445729289
341,1,132,8
342,1,113,10.1980390271856
343,1,142,9.05538513813742
344,1,154,9
345,1,142,9.05538513813742
346,1,113,10.0498756211209
347,1,121,9
348,1,132,8.06225774829855
349,1,132,9
350,1,132,8.06225774829855
351,1,132,9
352,1,132,9.05538513813742
353,1,154,9
354,1,121,9.21954445729289
355,1,130,9.21954445729289
356,1,143,8.06225774829855
357,1,121,9.05538513813742
358,1,121,8.06225774829855
359,1,121,9
360,1,132,8.06225774829855
361,1,142,9
362,1,142,9.05538513813742
363,1,154,9.05538513813742
364,1,132,10
365,1,143,9.05538513813742
366,1,142,9.05538513813742
367,1,142,9
368,1,113,10.0498756211209
369,1,142,9.05538513813742
370,1,132,9
371,1,121,9.21954445729289
372,1,132,8
373,1,121,9.05538513813742
374,1,95,10.0498756211209
375,1,132,8
376,1,143,7.07106781186548
377,1,121,9.05538513813742
378,1,121,8.24621125123532
379,1,123,10
380,1,132,8.06225774829855
381,1,132,8.06225774829855
382,1,113,10.0498756211209
383,1,132,8.06225774829855
384,3,50,23.0217288664427
384,3,297,19
384,3,164,1.4142135623731
385,3,51,24.1867732448956
385,3,235,21.095023109729
385,3,154,4.47213595499958
386,3,51,23.3238075793812
386,3,271,20.0997512422418
386,3,164,1.4142135623731
387,3,51,21.9544984001001
387,3,327,19.1049731745428
387,3,154,1.4142135623731
388,3,51,22.4722050542442
388,3,271,21.095023109729
388,3,132,-1
389,1,121,9.05538513813742
390,1,113,10.0498756211209
391,1,154,8.06225774829855
