time_num,total_objs,dist,area
56,1,6.08276253,63
57,2,-4.123105626,28
57,2,6.08276253,78
58,2,-3.605551275,29
58,2,6,71
59,3,-4.123105626,24
59,3,6.32455532,57
59,3,14.14213562,33
60,3,-3.605551275,29
60,3,5,79
60,3,15.29705854,39
61,2,6.32455532,71
61,2,15.03329638,39
62,2,6.08276253,78
62,2,16.2788206,51
63,3,6.08276253,78
63,3,-3.16227766,28
63,3,17.11724277,51
64,2,5.385164807,87
64,2,16.03121954,57
65,2,6.08276253,71
65,2,17.11724277,64
66,3,17.72004515,51
66,3,6.08276253,78
66,3,15.29705854,29
67,3,19.6468827,70
67,3,6.08276253,70
67,3,16.1245155,39
68,3,19.92485885,51
68,3,6.08276253,78
68,3,15.03329638,44
69,3,6.08276253,71
69,3,-4.472135955,24
69,3,16.1245155,57
70,2,6.08276253,71
70,2,16.1245155,63
71,3,-4.123105626,28
71,3,6.08276253,71
71,3,17.02938637,64
72,3,5.099019514,63
72,3,-4.123105626,28
72,3,15.03329638,57
73,4,14.31782106,29
73,4,-3.16227766,33
73,4,5,63
73,4,16.1245155,57
74,4,15.8113883,44
74,4,-4.123105626,24
74,4,5.099019514,63
74,4,17.4642492,51
75,3,15.29705854,57
75,3,-3.16227766,33
75,3,6.08276253,78
76,3,17.2626765,64
76,3,-4.123105626,28
76,3,6.08276253,78
77,3,16.2788206,63
77,3,-4.123105626,28
77,3,6,78
78,3,17.4642492,71
78,3,-4.123105626,24
78,3,6.08276253,71
79,3,18.43908891,71
79,3,7.071067812,78
79,3,15.13274595,29
80,3,18.02775638,71
80,3,5.385164807,87
80,3,13.15294644,29
81,2,6.32455532,78
81,2,15.13274595,51
82,2,6.08276253,71
82,2,15.13274595,39
83,2,6.08276253,71
83,2,16.1245155,51
84,2,6.08276253,71
84,2,17.02938637,57
85,2,5,71
85,2,15.13274595,51
86,4,13,29
86,4,-3.16227766,33
86,4,5.099019514,63
86,4,16.03121954,44
87,3,15.5241747,33
87,3,6.08276253,78
87,3,17.02938637,57
88,3,16.4924225,44
88,3,5,71
88,3,20.88061302,55
89,2,16.1245155,71
89,2,6,95
90,2,5.099019514,87
90,2,17.11724277,57
91,2,6.32455532,87
91,2,17.02938637,71
92,2,5.099019514,79
92,2,17.02938637,71
93,3,6.08276253,71
93,3,15.29705854,39
93,3,18.11077028,71
94,2,16.4924225,51
94,2,6.08276253,79
95,2,16.4924225,57
95,2,7,71
96,3,17.2626765,57
96,3,6.08276253,87
96,3,-4.123105626,28
97,2,17.72004515,64
97,2,5.099019514,79
98,3,16.76305461,57
98,3,-4.123105626,28
98,3,6.08276253,71
99,3,-3.605551275,29
99,3,6.08276253,78
99,3,17.11724277,44
100,2,15.5241747,44
100,2,6,79
101,2,18.24828759,57
101,2,7,79
102,2,18.24828759,51
102,2,8,78
103,3,18.43908891,57
103,3,-4.123105626,28
103,3,6,79
104,3,19.92485885,44
104,3,7,71
104,3,17.2626765,44
105,2,17.11724277,71
105,2,5.099019514,87
106,3,15.8113883,29
106,3,6.08276253,71
106,3,18.11077028,64
107,2,17.2626765,57
107,2,7.071067812,96
108,2,18.24828759,57
108,2,7,87
109,2,18.43908891,64
109,2,7.071067812,96
110,2,18.68154169,64
110,2,6.08276253,87
111,2,18.68154169,71
111,2,6,95
112,2,15.5241747,29
112,2,6,79
113,2,16.4924225,44
113,2,6,79
114,2,17.2626765,57
114,2,7,78
115,2,18.43908891,51
115,2,7.280109889,87
116,3,17.4642492,64
116,3,-4.123105626,28
116,3,5.099019514,87
117,2,18.43908891,57
117,2,7.071067812,78
118,2,17.11724277,87
118,2,5.099019514,87
119,3,5.099019514,87
119,3,14.31782106,29
119,3,15,63
120,4,17.72004515,24
120,4,-4.123105626,28
120,4,7.071067812,78
120,4,17.02938637,44
121,3,19.92485885,38
121,3,5.099019514,87
121,3,18.24828759,57
122,3,23.08679276,82
122,3,7.071067812,87
122,3,22.02271555,87
123,3,27.20294102,57
123,3,5.099019514,87
123,3,21.09502311,96
124,2,20.88061302,71
124,2,6.08276253,95
125,2,19.6468827,64
125,2,6.08276253,87
126,2,6.08276253,87
126,2,16.03121954,33
127,2,6,95
127,2,16.1245155,63
128,2,17.11724277,70
128,2,6,87
129,3,17.2626765,78
129,3,-3.605551275,29
129,3,5.099019514,87
130,2,6.08276253,96
130,2,18,87
131,2,20.24845673,57
131,2,5.099019514,87
132,2,21.1896201,64
132,2,6.08276253,79
133,3,20.24845673,51
133,3,6.08276253,78
133,3,15.29705854,29
134,2,7.071067812,79
134,2,16.1245155,33
135,2,7.071067812,87
135,2,16.2788206,44
136,2,6.08276253,79
136,2,17.2626765,57
137,2,6.08276253,96
137,2,17.02938637,63
138,2,7.071067812,87
138,2,18.24828759,71
139,3,-4.472135955,24
139,3,6.08276253,71
139,3,17.11724277,57
140,2,8.246211251,78
140,2,15.29705854,33
141,2,8.062257748,87
141,2,16.2788206,38
142,2,8.062257748,79
142,2,18.24828759,57
143,2,8.062257748,96
143,2,17.2626765,57
144,2,7.071067812,96
144,2,17.2626765,64
145,2,7.071067812,96
145,2,18.02775638,71
146,2,8.246211251,79
146,2,15.29705854,29
147,2,8.246211251,87
147,2,17.2626765,33
148,3,-3.16227766,33
148,3,8.062257748,87
148,3,17.2626765,50
149,2,8.246211251,87
149,2,17.02938637,50
150,2,8.062257748,87
150,2,18.24828759,57
151,2,8.062257748,87
151,2,20.22374842,70
152,2,7,96
152,2,19.23538406,57
153,2,8.246211251,96
153,2,19.10497317,57
154,3,18.97366596,43
154,3,8.062257748,96
154,3,16.2788206,33
155,3,19.92485885,38
155,3,8.246211251,87
155,3,17.11724277,44
156,3,21.1896201,50
156,3,10.04987562,96
156,3,20,71
157,3,21.54065923,48
157,3,21.37755833,103
157,3,10,114
158,3,21.54065923,48
158,3,10.19803903,87
158,3,22.02271555,78
159,3,22.84731932,32
159,3,10.04987562,104
159,3,23,79
160,2,8,87
160,2,18.11077028,79
161,4,17.08800749,33
161,4,-3.605551275,33
161,4,7.071067812,87
161,4,18.24828759,63
162,3,18.02775638,29
162,3,7.280109889,79
162,3,18.02775638,57
163,3,19.92485885,44
163,3,9.055385138,87
163,3,19.23538406,70
164,3,20.24845673,44
164,3,9.055385138,87
164,3,19.41648784,70
165,3,21.84032967,79
165,3,9.055385138,96
165,3,19.23538406,78
166,3,22.36067977,85
166,3,9.055385138,96
166,3,19.41648784,70
167,3,20.24845673,44
167,3,8.062257748,96
167,3,19.10497317,64
168,3,21.54065923,43
168,3,9,104
168,3,20.22374842,55
169,3,18.97366596,39
169,3,8,87
169,3,19.23538406,57
170,3,18.97366596,44
170,3,8.062257748,96
170,3,19.23538406,57
171,3,18.02775638,44
171,3,7.071067812,87
171,3,19.23538406,50
172,3,19.31320792,43
172,3,6.08276253,87
172,3,17.2626765,57
173,3,17.72004515,33
173,3,8.246211251,96
173,3,18.24828759,51
174,3,18.68154169,39
174,3,9.055385138,96
174,3,19.23538406,63
175,3,21.54065923,39
175,3,9.055385138,96
175,3,19.02629759,57
176,3,22.36067977,44
176,3,7.280109889,96
176,3,18.11077028,71
177,3,23.40939982,57
177,3,7.071067812,96
177,3,18.11077028,78
178,3,19.31320792,44
178,3,8,104
178,3,19.23538406,63
179,3,19.6977156,33
179,3,7.071067812,87
179,3,18.24828759,57
180,2,19.6468827,79
180,2,8.062257748,104
181,1,8,87
182,2,16.76305461,44
182,2,8.062257748,87
183,2,18.68154169,57
183,2,8.062257748,79
184,2,18.68154169,64
184,2,8.062257748,96
185,2,18.68154169,64
185,2,8.062257748,96
186,2,19.92485885,71
186,2,8,96
187,2,19.41648784,87
187,2,8,96
188,1,8.062257748,87
189,2,15.5241747,51
189,2,8.062257748,87
190,2,8.062257748,96
190,2,18.11077028,50
191,2,18.24828759,50
191,2,8,96
192,2,18.24828759,71
192,2,8.062257748,87
193,2,19.10497317,71
193,2,8.062257748,96
194,2,8.062257748,104
194,2,20.02498439,64
195,2,8.062257748,87
195,2,17.11724277,51
196,2,8.062257748,87
196,2,17.11724277,64
197,2,8.062257748,95
197,2,16.03121954,29
198,2,8.062257748,87
198,2,16.2788206,38
199,2,9.219544457,87
199,2,18.11077028,50
200,3,-4.123105626,24
200,3,8.062257748,87
200,3,18.24828759,50
201,2,9.055385138,87
201,2,19.23538406,57
202,2,8.062257748,95
202,2,18.11077028,44
203,2,8.062257748,87
203,2,18.02775638,63
204,2,20.24845673,51
204,2,9.055385138,87
205,3,20.24845673,51
205,3,8.062257748,79
205,3,18,44
206,3,19.6468827,51
206,3,9,87
206,3,18.24828759,44
207,3,19.92485885,39
207,3,8,79
207,3,18.24828759,44
208,3,19.92485885,44
208,3,8,79
208,3,19.23538406,44
209,3,19.92485885,57
209,3,8.062257748,79
209,3,17.4642492,51
210,2,20.24845673,57
210,2,9.055385138,87
211,3,20.88061302,50
211,3,8.062257748,104
211,3,19.41648784,44
212,3,20.24845673,50
212,3,8.062257748,87
212,3,18.11077028,44
213,3,18.97366596,57
213,3,8,87
213,3,19.41648784,51
214,3,20.24845673,50
214,3,8.062257748,87
214,3,20.22374842,57
215,3,21.1896201,50
215,3,10.04987562,87
215,3,22.20360331,63
216,4,20.61552813,70
216,4,-7.280109889,57
216,4,10.04987562,87
216,4,24.0208243,64
217,3,21.9317122,50
217,3,10.04987562,96
217,3,25.07987241,71
218,3,22.47220505,55
218,3,10.19803903,104
218,3,26,57
219,3,19.92485885,51
219,3,9.055385138,79
219,3,20,103
220,3,20.24845673,44
220,3,8.062257748,104
220,3,20.09975124,87
221,3,20.24845673,63
221,3,8.062257748,104
221,3,20.39607805,78
222,3,20.24845673,63
222,3,9.055385138,96
222,3,20.09975124,87
223,3,22.84731932,50
223,3,10.19803903,104
223,3,22,87
224,2,20.24845673,78
224,2,8.062257748,95
225,2,20.24845673,70
225,2,8.062257748,95
226,2,21.1896201,70
226,2,8.062257748,95
227,2,19.92485885,63
227,2,8.062257748,104
228,3,20.61552813,63
228,3,9,96
228,3,20.22374842,63
229,3,20.88061302,63
229,3,9.055385138,79
229,3,22.02271555,55
230,3,19.92485885,63
230,3,9.055385138,96
230,3,21.09502311,78
231,3,21.1896201,63
231,3,9.219544457,96
231,3,22.09072203,76
232,4,21.1896201,63
232,4,10.04987562,87
232,4,25.01999201,64
232,4,20.22374842,57
233,4,21.1896201,71
233,4,10.19803903,96
233,4,25,64
233,4,20.39607805,57
234,4,22.47220505,55
234,4,9.055385138,104
234,4,25.07987241,63
234,4,20.88061302,63
235,4,20.61552813,70
235,4,9.055385138,96
235,4,25.07987241,57
235,4,20.88061302,44
236,5,21.02379604,57
236,5,-5,29
236,5,8.062257748,104
236,5,25.07987241,57
236,5,20.24845673,44
237,4,21.02379604,63
237,4,9.219544457,104
237,4,24,57
237,4,20.24845673,44
238,4,21.47091055,70
238,4,9.219544457,113
238,4,24,57
238,4,20.24845673,44
239,4,21.02379604,70
239,4,9.055385138,113
239,4,25.01999201,64
239,4,20.61552813,51
240,4,21.9317122,63
240,4,9.055385138,95
240,4,26.01922366,64
240,4,21.54065923,44
241,4,23.2594067,70
241,4,10.04987562,103
241,4,26.01922366,63
241,4,22.47220505,44
242,4,23.2594067,70
242,4,10.04987562,113
242,4,26,70
242,4,22.47220505,44
243,3,23.2594067,70
243,3,11,113
243,3,26.01922366,87
244,4,21.47091055,70
244,4,10.04987562,113
244,4,26.01922366,78
244,4,21.02379604,70
245,3,22.82542442,71
245,3,26.17250466,85
245,3,10.04987562,113
246,4,23.70653918,70
246,4,28.44292531,113
246,4,10.04987562,104
246,4,21.02379604,64
247,3,21.9317122,76
247,3,10.04987562,113
247,3,25,87
248,3,21.9544984,85
248,3,9.055385138,104
248,3,24.0208243,104
249,3,21.9317122,85
249,3,9.055385138,104
249,3,25,79
250,3,23.2594067,92
250,3,11.04536102,104
250,3,23.19482701,143
251,4,21.47091055,70
251,4,8.062257748,121
251,4,23.02172887,64
251,4,19.92485885,87
252,4,22.84731932,78
252,4,10.04987562,96
252,4,25.17935662,71
252,4,22.47220505,50
253,3,23.2594067,92
253,3,9.055385138,95
253,3,20.61552813,70
254,4,23.2594067,92
254,4,10.19803903,113
254,4,21.02379604,55
254,4,21.54065923,70
255,3,23.76972865,85
255,3,12.04159458,113
255,3,23,44
256,3,25.23885893,87
256,3,24.73863375,44
256,3,15.13274595,143
257,0,0,0
258,0,0,0
259,0,0,0
260,0,0,0
261,0,0,0
262,0,0,0
263,0,0,0
264,0,0,0
265,0,0,0
266,0,0,0
267,0,0,0
268,0,0,0
269,0,0,0
270,0,0,0
271,0,0,0
272,0,0,0
273,0,0,0
274,0,0,0
275,0,0,0
276,0,0,0
277,0,0,0
278,0,0,0
279,0,0,0
280,0,0,0
281,0,0,0
282,0,0,0
283,0,0,0
284,0,0,0
285,0,0,0
286,0,0,0
287,0,0,0
288,0,0,0
289,0,0,0
290,0,0,0
291,0,0,0
292,0,0,0
293,0,0,0
294,0,0,0
295,0,0,0
296,0,0,0
297,0,0,0
298,0,0,0
299,0,0,0
300,0,0,0
301,0,0,0
302,0,0,0
303,0,0,0
304,0,0,0
304,0,0,0
305,0,0,0
306,0,0,0
307,0,0,0
308,0,0,0
309,0,0,0
310,0,0,0
311,0,0,0
312,0,0,0
313,0,0,0
314,1,7.071067812,96
315,1,7.071067812,95
316,1,7.071067812,96
317,2,-4.123105626,28
317,2,7.071067812,87
318,2,7.071067812,96
318,2,-4.123105626,28
319,1,8.062257748,96
320,2,14.14213562,51
320,2,6.08276253,87
321,2,16.4924225,44
321,2,7.071067812,96
322,2,17.4642492,51
322,2,7.071067812,87
323,2,17.4642492,51
323,2,7,87
324,2,19.6468827,57
324,2,7.071067812,87
325,2,19.41648784,71
325,2,7.071067812,104
326,2,19.41648784,71
326,2,7.071067812,87
327,2,20.39607805,71
327,2,7.071067812,96
328,2,7.071067812,96
328,2,19.23538406,87
329,2,7,96
329,2,20.39607805,87
330,2,7.071067812,87
330,2,20.09975124,96
331,2,6.08276253,95
331,2,20.22374842,96
332,2,6.08276253,95
332,2,20.22374842,96
333,2,6,104
333,2,20.39607805,96
334,2,6.08276253,87
334,2,18.24828759,95
335,2,6.08276253,113
335,2,20.22374842,104
336,2,6,87
336,2,20.39607805,96
337,2,6.08276253,95
337,2,19.10497317,104
338,2,6.08276253,104
338,2,20.22374842,96
339,2,7.071067812,96
339,2,19.10497317,104
340,2,7.071067812,87
340,2,19.23538406,104
341,2,6.32455532,104
341,2,19.10497317,104
342,2,6.08276253,96
342,2,19.23538406,114
343,2,5.099019514,95
343,2,19.23538406,114
344,2,5.099019514,95
344,2,19.23538406,114
345,2,5.099019514,104
345,2,19.23538406,123
346,2,6.32455532,95
346,2,20.39607805,104
347,2,5.099019514,104
347,2,19.6468827,123
348,2,5.385164807,103
348,2,20.88061302,121
349,2,4.472135955,95
349,2,20.61552813,121
350,4,17.08800749,39
350,4,5.385164807,96
350,4,19.6468827,95
350,4,28.17800561,44
351,4,18.78829423,39
351,4,6.32455532,96
351,4,19.23538406,95
351,4,28.17800561,57
352,4,17.88854382,44
352,4,6.08276253,96
352,4,19.23538406,87
352,4,28.17800561,51
353,4,19.23538406,51
353,4,6.32455532,96
353,4,18.11077028,95
353,4,26.41968963,78
354,4,21.09502311,57
354,4,7.615773106,96
354,4,19.02629759,87
354,4,26.07680962,87
355,4,21.09502311,63
355,4,7.280109889,96
355,4,19.02629759,87
355,4,26.07680962,87
356,4,20.59126028,64
356,4,5.385164807,95
356,4,19.10497317,104
356,4,24.41311123,79
357,4,19.6977156,63
357,4,6.08276253,87
357,4,21.84032967,113
357,4,26.62705391,29
358,4,19.23538406,57
358,4,4.123105626,95
358,4,19.92485885,104
358,4,25.49509757,51
359,4,20.1246118,71
359,4,5.099019514,103
359,4,20.61552813,113
359,4,25.49509757,44
360,4,21.47091055,79
360,4,6.32455532,121
360,4,20.61552813,113
360,4,26.87005769,57
361,4,20.59126028,87
361,4,6.08276253,95
361,4,19.92485885,121
361,4,25.49509757,63
362,4,20.59126028,87
362,4,6.32455532,103
362,4,19.92485885,121
362,4,25.49509757,64
363,4,20.1246118,79
363,4,5.099019514,103
363,4,20.24845673,132
363,4,24.20743687,57
364,4,19.72308292,87
364,4,5.099019514,103
364,4,20.24845673,121
364,4,24.20743687,63
365,4,18.78829423,87
365,4,4.123105626,95
365,4,20.24845673,113
365,4,25.49509757,50
366,4,20.1246118,96
366,4,5.099019514,103
366,4,19.92485885,113
366,4,26.17250466,50
367,4,20.1246118,104
367,4,6.08276253,103
367,4,19.92485885,113
367,4,26.2488095,57
368,4,20.59126028,87
368,4,5.099019514,103
368,4,19.31320792,121
368,4,25.8069758,57
369,4,20.59126028,87
369,4,5.099019514,103
369,4,19.31320792,132
369,4,25.8069758,51
370,3,20.1246118,96
370,3,4.123105626,95
370,3,21.54065923,121
371,3,20.1246118,96
371,3,4.123105626,95
371,3,20.61552813,118
372,4,20.1246118,96
372,4,3.16227766,95
372,4,18.97366596,113
372,4,23.34523506,50
373,4,21.02379604,96
373,4,5,95
373,4,20.61552813,104
373,4,25.49509757,50
374,4,21.02379604,114
374,4,5.099019514,103
374,4,19.92485885,113
374,4,26.2488095,57
375,2,5.385164807,104
375,2,20.39607805,123
376,2,4.472135955,103
376,2,19.23538406,133
377,2,5.385164807,95
377,2,20.22374842,123
378,2,4.123105626,104
378,2,20.39607805,133
379,2,5.099019514,104
379,2,20.39607805,133
380,2,4.472135955,95
380,2,20.22374842,133
381,2,4.472135955,103
381,2,20.39607805,143
382,2,4.472135955,103
382,2,19.23538406,143
383,2,5.385164807,103
383,2,20.61552813,165
384,2,9.486832981,142
384,2,24.18677324,174
385,0,0,0
386,0,0,0
387,0,0,0
388,0,0,0
389,0,0,0
390,0,0,0
391,0,0,0
